Crop,Pest,Pesticide,Application Method,Dosage
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
orange,Citrus Psylla,Pyrethrin,Spray,2.0 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
papaya,Mealybug,Imidacloprid,Spray,0.5 ml/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pigeonpeas,Maruca Pod Borer,Thiodicarb,Spray,1.5 g/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
pomegranate,Thrips,Dimethoate,Spray,2.0 ml/L
